site_name,company_name,link,latitude,longitude,address,homepage,phone,sales_phone,email,sales_email,opening_hours,site_type,id,image_path
Eurogranulats - Site de Grosbliederstroff,,https://www.google.com/maps/place/Eurogranulats+-+Site+de+Grosbliederstroff/data=!4m7!3m6!1s0x4795b5d5946f94b5:0xe13a3a8729e357e1!8m2!3d49.1693033!4d7.0141701!16s%2Fg%2F11h64dy48x!19sChIJtZRvlNW1lUcR4VfjKYc6OuE?authuser=0&amp;hl=en&amp;rclk=1,49.1693,7.0142,"Rue de la Chapelle, 57520 Grosbliederstroff, France",eurogranulats.fr,#ERROR!,,,,"{'Monday': ['8a.m.–5p.m.'], 'Tuesday': ['8a.m.–5p.m.'], 'Wednesday': ['8a.m.–5p.m.'], 'Thursday': ['8a.m.–5p.m.'], 'Friday': ['8a.m.–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,2a72c212-c1ed-43a6-b545-9c9320de73b6,data/images/train/2a72c212-c1ed-43a6-b545-9c9320de73b6_49.1693_7.0142.png
Carrière du Vieux Moulin,,https://www.google.com/maps/place/Carri%C3%A8re+du+Vieux+Moulin/data=!4m7!3m6!1s0x4793f10d7aad874f:0x219b80f1722321e5!8m2!3d48.3904214!4d6.9998464!16s%2Fg%2F1tj_4559!19sChIJT4eteg3xk0cR5SEjcvGAmyE?authuser=0&amp;hl=en&amp;rclk=1,48.3904,6.9998,"Rue des Buissons, 88210 Vieux-Moulin, France",lingenheld.fr,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–4p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–4p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,4f53c559-97a5-4b13-8142-071c52cffaa5,data/images/train/4f53c559-97a5-4b13-8142-071c52cffaa5_48.3904_6.9998.png
E.c.b,,https://www.google.com/maps/place/E.c.b/data=!4m7!3m6!1s0x47941519129e5935:0xac1d187325d58e93!8m2!3d48.8085632!4d7.0144634!16s%2Fg%2F1td41f4k!19sChIJNVmeEhkVlEcRk47VJXMYHaw?authuser=0&amp;hl=en&amp;rclk=1,48.8086,7.0145,"Route Fénétrange Rd 43, 57930 Bettborn, France",,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,b7c50be7-ac91-4619-bd58-aba0fc45a613,data/images/train/b7c50be7-ac91-4619-bd58-aba0fc45a613_48.8086_7.0145.png
Pierre du Chastel,,https://www.google.com/maps/place/Pierre+du+Chastel/data=!4m7!3m6!1s0x4793c2953c5b81e1:0xa904ef374b4fe1ca!8m2!3d48.1677232!4d6.9874009!16s%2Fg%2F11dflblxnd!19sChIJ4YFbPJXCk0cRyuFPSzfvBKk?authuser=0&amp;hl=en&amp;rclk=1,48.1677,6.9874,"88300 Ban-sur-Meurthe-Clefcy, France",,,,,,,Quarry,a47272c1-9f8c-45e7-88c7-886c493e92aa,data/images/train/a47272c1-9f8c-45e7-88c7-886c493e92aa_48.1677_6.9874.png
Carrière de vaugnérite,,https://www.google.com/maps/place/Carri%C3%A8re+de+vaugn%C3%A9rite/data=!4m7!3m6!1s0x4793ddd7238053e7:0x6280743f8ca796bb!8m2!3d48.1721311!4d7.0350168!16s%2Fg%2F11ghs95_09!19sChIJ51OAI9fdk0cRu5anjD90gGI?authuser=0&amp;hl=en&amp;rclk=1,48.1721,7.035,"88230 Plainfaing, France",,,,,,,Quarry,a1ba33f8-d414-4eef-99f2-73f2688ad201,data/images/train/a1ba33f8-d414-4eef-99f2-73f2688ad201_48.1721_7.035.png
Granite des Crêtes,,https://www.google.com/maps/place/Granite+des+Cr%C3%AAtes/data=!4m7!3m6!1s0x4793e78535012d15:0xc56a29f48d103922!8m2!3d48.1922072!4d7.0577063!16s%2Fg%2F11hbphf_0d!19sChIJFS0BNYXnk0cRIjkQjfQpasU?authuser=0&amp;hl=en&amp;rclk=1,48.1922,7.0577,"88520 La Croix-aux-Mines, France",,,,,,,Quarry,446d4c15-b9d4-4392-a0fb-0aaf160499a0,data/images/train/446d4c15-b9d4-4392-a0fb-0aaf160499a0_48.1922_7.0577.png
Ancienne carrière de cipolin,,https://www.google.com/maps/place/Ancienne+carri%C3%A8re+de+cipolin/data=!4m7!3m6!1s0x4793e7c2cb9c955f:0x58d63be677f02e67!8m2!3d48.2052411!4d7.0352452!16s%2Fg%2F11f2w6s383!19sChIJX5Wcy8Lnk0cRZy7wd-Y71lg?authuser=0&amp;hl=en&amp;rclk=1,48.2052,7.0352,"88520 La Croix-aux-Mines, France",,,,,,,Quarry,a7337e07-991c-4330-b74e-d10fecdf9a6f,data/images/train/a7337e07-991c-4330-b74e-d10fecdf9a6f_48.2052_7.0352.png
Les Carrieres de Niderviller Metzger F,,https://www.google.com/maps/place/Les+Carrieres+de+Niderviller+Metzger+F/data=!4m7!3m6!1s0x479410e4bb4a776d:0x9b7fc5d5ae2192d!8m2!3d48.7120756!4d7.1221137!16s%2Fg%2F1tg7qyt2!19sChIJbXdKu-QQlEcRLRniWl38twk?authuser=0&amp;hl=en&amp;rclk=1,48.7121,7.1221,"Chem. de la Carrière, 57565 Niderviller, France",,#ERROR!,,,,,Quarry,a7abfa44-94c4-4d96-b5db-e2525c134327,data/images/train/a7abfa44-94c4-4d96-b5db-e2525c134327_48.7121_7.1221.png
Concassage et Recyclage de l'Est,,https://www.google.com/maps/place/Concassage+et+Recyclage+de+l%27Est/data=!4m7!3m6!1s0x479416d8025ceb6b:0xdf0319e39b932a2f!8m2!3d48.7629016!4d7.1061014!16s%2Fg%2F1hc1939nh!19sChIJa-tcAtgWlEcRLyqTm-MZA98?authuser=0&amp;hl=en&amp;rclk=1,48.7629,7.1061,"Brouviller, 57635 Hérange, France",kuchly.fr,#ERROR!,,,,"{'Monday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Friday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,f8151c76-2238-4495-905e-3f12ff031ca2,data/images/train/f8151c76-2238-4495-905e-3f12ff031ca2_48.7629_7.1061.png
Carrières Metzger,,https://www.google.com/maps/place/Carri%C3%A8res+Metzger/data=!4m7!3m6!1s0x479410544ec1c845:0x43c553702ce86117!8m2!3d48.7105719!4d7.1095892!16s%2Fg%2F11btmqqr81!19sChIJRcjBTlQQlEcRF2HoLHBTxUM?authuser=0&amp;hl=en&amp;rclk=1,48.7106,7.1096,"8 Rue des Vosges, 57565 Brouderdorff, France",,,,,,,Quarry,cbbbcdf5-d8e3-4d64-accd-ee1195d73fd2,data/images/train/cbbbcdf5-d8e3-4d64-accd-ee1195d73fd2_48.7106_7.1096.png
Gravieres Et Travaux Publics De La Thur SARL,,https://www.google.com/maps/place/Gravieres+Et+Travaux+Publics+De+La+Thur+SARL/data=!4m7!3m6!1s0x479180c528c968ed:0x4ee4746cc7cb6b96!8m2!3d47.7892055!4d7.1512788!16s%2Fg%2F1tftk3qs!19sChIJ7WjJKMWAkUcRlmvLx2x05E4?authuser=0&amp;hl=en&amp;rclk=1,47.7892,7.1513,"9 Rue des Genêts, 68700 Aspach-Michelbach, France",gravieres-de-la-thur.fr,#ERROR!,,,,"{'Monday': ['7–11:45a.m.', '1–4:45p.m.'], 'Tuesday': ['7–11:45a.m.', '1–4:45p.m.'], 'Wednesday': ['7–11:45a.m.', '1–4:45p.m.'], 'Thursday': ['7–11:45a.m.', '1–4:45p.m.'], 'Friday': ['7–11:45a.m.', '1–4:45p.m.'], 'Saturday': ['8–11:45a.m.'], 'Sunday': ['Closed']}",Quarry,0ae951c0-cb7b-4bd9-908a-a7971bc968a4,data/images/train/0ae951c0-cb7b-4bd9-908a-a7971bc968a4_47.7892_7.1513.png
Karcher Lorentzen,,https://www.google.com/maps/place/Karcher+Lorentzen/data=!4m7!3m6!1s0x47943bb69eb91e49:0x34f848cd18929bb2!8m2!3d48.9615151!4d7.1714856!16s%2Fg%2F11h0c1szmk!19sChIJSR65nrY7lEcRspuSGM1I-DQ?authuser=0&amp;hl=en&amp;rclk=1,48.9615,7.1715,"67430 Lorentzen, France",,,,,,,Quarry,d36b4650-f2be-4d0f-af5e-eb9fa9be4059,data/images/train/d36b4650-f2be-4d0f-af5e-eb9fa9be4059_48.9615_7.1715.png
Sablière Hermann Frères,,https://www.google.com/maps/place/Sabli%C3%A8re+Hermann+Fr%C3%A8res/data=!4m7!3m6!1s0x47918143dd181b93:0x4b58a35e4997c072!8m2!3d47.7919728!4d7.190802!16s%2Fg%2F1tdc8qny!19sChIJkxsY3UOBkUcRcsCXSV6jWEs?authuser=0&amp;hl=en&amp;rclk=1,47.792,7.1908,"132 Av. Charles de Gaulle, 68700 Cernay, France",,#ERROR!,,,,"{'Monday': ['8–11:45a.m.', '1–5p.m.'], 'Tuesday': ['8–11:45a.m.', '1–5p.m.'], 'Wednesday': ['8–11:45a.m.', '1–5p.m.'], 'Thursday': ['8–11:45a.m.', '1–5p.m.'], 'Friday': ['8–11:45a.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,20f38f90-5f1d-4a94-a21b-d372d57dbdd7,data/images/train/20f38f90-5f1d-4a94-a21b-d372d57dbdd7_47.792_7.1908.png
Sorema Ets,,https://www.google.com/maps/place/Sorema+Ets/data=!4m7!3m6!1s0x479183b45c824381:0x2fb2fbac10ec63db!8m2!3d47.813314!4d7.178594!16s%2Fg%2F1tjv2f6b!19sChIJgUOCXLSDkUcR22PsEKz7si8?authuser=0&amp;hl=en&amp;rclk=1,47.8133,7.1786,"N66, 68310 Wittelsheim, France",,#ERROR!,,,,,Quarry,53648cb8-3ed9-497c-86cb-aa43c18a17ac,data/images/train/53648cb8-3ed9-497c-86cb-aa43c18a17ac_47.8133_7.1786.png
Schneider Georges Et Fils SARL,,https://www.google.com/maps/place/Schneider+Georges+Et+Fils+SARL/data=!4m7!3m6!1s0x47942263ffecbc6d:0x3a418c9aefd1d41a!8m2!3d48.8177628!4d7.2440973!16s%2Fg%2F1td2ydbr!19sChIJbbzs_2MilEcRGtTR75qMQTo?authuser=0&amp;hl=en&amp;rclk=1,48.8178,7.2441,"Carrière Ld, Hinterwald, 67320 Bust, France",carrieres-schneider.fr,#ERROR!,,,,"{'Monday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,083f395e-7d92-4453-91a7-c464cf617741,data/images/train/083f395e-7d92-4453-91a7-c464cf617741_48.8178_7.2441.png
Carrieres Reinberger,,https://www.google.com/maps/place/Carrieres+Reinberger/data=!4m7!3m6!1s0x479423bfbb5ee50d:0xe3ab2a62636ce5e2!8m2!3d48.8714684!4d7.2628398!16s%2Fg%2F1w4vhvz6!19sChIJDeVeu78jlEcR4uVsY2Iqq-M?authuser=0&amp;hl=en&amp;rclk=1,48.8715,7.2628,"50 Rue Principale, 67290 Petersbach, France",,#ERROR!,,,,,Quarry,2bb978dc-93e0-48d4-b7d1-148be5141c8b,data/images/train/2bb978dc-93e0-48d4-b7d1-148be5141c8b_48.8715_7.2628.png
Carrières Kuntz Sarl,,https://www.google.com/maps/place/Carri%C3%A8res+Kuntz+Sarl/data=!4m7!3m6!1s0x47942462c91f509f:0x5d2d4d4374efbe32!8m2!3d48.9056016!4d7.259967!16s%2Fg%2F1xtf0hlf!19sChIJn1AfyWIklEcRMr7vdENNLV0?authuser=0&amp;hl=en&amp;rclk=1,48.9056,7.26,"29 Rue Principale, 67290 Tieffenbach, France",tieffenbach.fr,#ERROR!,,,,,Quarry,49a05e70-ef94-42d2-8e12-4ebb495d9d81,data/images/train/49a05e70-ef94-42d2-8e12-4ebb495d9d81_48.9056_7.26.png
Ancienne carrière de grès,,https://www.google.com/maps/place/Ancienne+carri%C3%A8re+de+gr%C3%A8s/data=!4m7!3m6!1s0x47917baed978bc33:0x7f6af2a98fee901a!8m2!3d48.0084626!4d7.2670823!16s%2Fg%2F11kjgr5v02!19sChIJM7x42a57kUcRGpDuj6nyan8?authuser=0&amp;hl=en&amp;rclk=1,48.0085,7.2671,"68420 Gueberschwihr, France",,,,,,"{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",Quarry,6f2eb841-6964-4eef-8ea2-cdc1f007d496,data/images/train/6f2eb841-6964-4eef-8ea2-cdc1f007d496_48.0085_7.2671.png
Anciennes carrières d'Eguisheim,,https://www.google.com/maps/place/Anciennes+carri%C3%A8res+d%27Eguisheim/data=!4m7!3m6!1s0x47916599f9111833:0x9f2fb717ef5a2d2f!8m2!3d48.0311045!4d7.275155!16s%2Fg%2F11s5p629j5!19sChIJMxgR-ZllkUcRLy1a7xe3L58?authuser=0&amp;hl=en&amp;rclk=1,48.0311,7.2752,"68420 Eguisheim, France",,,,,,"{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",Quarry,56f61db4-8305-4dcb-8fbc-41495e16f222,data/images/train/56f61db4-8305-4dcb-8fbc-41495e16f222_48.0311_7.2752.png
Ancienne carrière de Voegtlinshoffen,,https://www.google.com/maps/place/Ancienne+carri%C3%A8re+de+Voegtlinshoffen/data=!4m7!3m6!1s0x479165fdcb9219e1:0x54baef9787697af2!8m2!3d48.0247983!4d7.2719803!16s%2Fg%2F11sszccnq4!19sChIJ4RmSy_1lkUcR8npph5fvulQ?authuser=0&amp;hl=en&amp;rclk=1,48.0248,7.272,"68420 Voegtlinshoffen, France",,,,,,,Quarry,9fb58ed2-1c60-4a23-ac7f-9b4b094519fb,data/images/train/9fb58ed2-1c60-4a23-ac7f-9b4b094519fb_48.0248_7.272.png
Carrière de Wisches Hersbach,,https://www.google.com/maps/place/Carri%C3%A8re+de+Wisches+Hersbach/data=!4m7!3m6!1s0x4796ab61108b1acd:0x7643f848e235e14b!8m2!3d48.4991148!4d7.3117146!16s%2Fg%2F11ss5wx28t!19sChIJzRqLEGGrlkcRS-E14kj4Q3Y?authuser=0&amp;hl=en&amp;rclk=1,48.4991,7.3117,"Rte de Schirmeck, 67130 Wisches, France",,,,,,,Quarry,71c35f76-c02b-42cb-8828-4dd945871be1,data/images/train/71c35f76-c02b-42cb-8828-4dd945871be1_48.4991_7.3117.png
Sables et Graviers du Rhin,,https://www.google.com/maps/place/GRAVIRHIN+%22Sables+et+Graviers+du+Rhin%22/data=!4m7!3m6!1s0x479177e9fe136d49:0xe1947ec821cb1476!8m2!3d47.856477!4d7.403798!16s%2Fg%2F11b6dpmcyb!19sChIJSW0T_ul3kUcRdhTLIch-lOE?authuser=0&amp;hl=en&amp;rclk=1,47.8565,7.4038,"Rte de Munchhouse, 68190 Ensisheim, France",gravirhin.fr,#ERROR!,,,,"{'Monday': ['7:30–11:45a.m.', '1:15–4:30p.m.'], 'Tuesday': ['7:30–11:45a.m.', '1:15–4:30p.m.'], 'Wednesday': ['7:30–11:45a.m.', '1:15–4:30p.m.'], 'Thursday': ['7:30–11:45a.m.', '1:15–4:30p.m.'], 'Friday': ['7:30–11:45a.m.', '1:15–4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,6d9967dc-c5d7-49b7-91c0-35d1adbda8b5,data/images/train/6d9967dc-c5d7-49b7-91c0-35d1adbda8b5_47.8565_7.4038.png
Carrière de Saint-Nabor,,https://www.google.com/maps/place/Carri%C3%A8re+de+Saint-Nabor/data=!4m7!3m6!1s0x4791539e0e598307:0x1ddd7fc67c6284ab!8m2!3d48.4456423!4d7.4148072!16s%2Fg%2F11kphf_5z0!19sChIJB4NZDp5TkUcRq4RifMZ_3R0?authuser=0&amp;hl=en&amp;rclk=1,48.4456,7.4148,"CCW7+7W, 67530 Saint-Nabor, France",,,,,,,Quarry,ff7c0060-679b-47e9-bb0b-99955e5d5aa5,data/images/train/ff7c0060-679b-47e9-bb0b-99955e5d5aa5_48.4456_7.4148.png
Granit et Marbre Sàrl,,https://www.google.com/maps/place/Granit+et+Marbre+S%C3%A0rl/data=!4m7!3m6!1s0x4796818a45f49cb7:0x53ce4592ee7dde4a!8m2!3d49.0459999!4d7.4578921!16s%2Fg%2F1w0qzvw6!19sChIJt5z0RYqBlkcRSt597pJFzlM?authuser=0&amp;hl=en&amp;rclk=1,49.046,7.4579,"Rte de Strasbourg, 57230 Bitche, France",granitetmarbre.fr,#ERROR!,,,,,Quarry,80dbe593-e8fa-4008-90f3-7301cb93ddb9,data/images/train/80dbe593-e8fa-4008-90f3-7301cb93ddb9_49.046_7.4579.png
Sablières et Gravières du Rhin SAGRA,,https://www.google.com/maps/place/Sabli%C3%A8res+et+Gravi%C3%A8res+du+Rhin+SAGRA/data=!4m7!3m6!1s0x4791990452094913:0xd9d99da5a62e7619!8m2!3d47.7292006!4d7.4314037!16s%2Fg%2F1th0lts7!19sChIJE0kJUgSZkUcRGXYupqWd2dk?authuser=0&amp;hl=en&amp;rclk=1,47.7292,7.4314,"Rue de Petit Landau, 68440 Habsheim, France",sagra1.com,#ERROR!,,,,"{'Monday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7:30a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,4e07657d-2233-4ac8-9c1d-637dda4b63c6,data/images/train/4e07657d-2233-4ac8-9c1d-637dda4b63c6_47.7292_7.4314.png
Holcim Carrière de Sierentz,,https://www.google.com/maps/place/Holcim+Carri%C3%A8re+de+Sierentz/data=!4m7!3m6!1s0x4791977f4380c033:0x41cf94e2b29c9380!8m2!3d47.6696025!4d7.4585675!16s%2Fg%2F11rf731nm2!19sChIJM8CAQ3-XkUcRgJOcsuKUz0E?authuser=0&amp;hl=en&amp;rclk=1,47.6696,7.4586,"68510 Sierentz, France",,,,,,{},Quarry,0ac7e00c-a113-4cfb-b9a2-8ea7dfb9ffb6,data/images/train/0ac7e00c-a113-4cfb-b9a2-8ea7dfb9ffb6_47.6696_7.4586.png
Ballastieres Werny SAS,,https://www.google.com/maps/place/Ballastieres+Werny+SAS/data=!4m7!3m6!1s0x479141d4dceb94d9:0x1a33c05a4d30ab59!8m2!3d48.1397468!4d7.5433388!16s%2Fg%2F1wz51mwz!19sChIJ2ZTr3NRBkUcRWaswTVrAMxo?authuser=0&amp;hl=en&amp;rclk=1,48.1397,7.5433,"17 Rue d'Artzenheim, 67390 Marckolsheim, France",werny.fr,#ERROR!,,,,"{'Monday': ['7:30–11:45a.m.', '1–4:45p.m.'], 'Tuesday': ['7:30–11:45a.m.', '1–4:45p.m.'], 'Wednesday': ['7:30–11:45a.m.', '1–4:45p.m.'], 'Thursday': ['7:30–11:45a.m.', '1–4:45p.m.'], 'Friday': ['7:30–11:45a.m.', '1–3:45p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,c4a3ed15-5c7f-4573-b764-bcabdbbc96cd,data/images/train/c4a3ed15-5c7f-4573-b764-bcabdbbc96cd_48.1397_7.5433.png
Gsm,,https://www.google.com/maps/place/Gsm/data=!4m7!3m6!1s0x47910ab5d8e5fcf7:0x7afb4985d5ee0f8b!8m2!3d47.8488769!4d7.5523395!16s%2Fg%2F1tlmm7hz!19sChIJ9_zl2LUKkUcRiw_u1YVJ-3o?authuser=0&amp;hl=en&amp;rclk=1,47.8489,7.5523,"Grand Canal d'alsace, 68490 Chalampé, France",,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–4p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–4p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,bd7f18ad-d27f-4971-bdbf-a10197813b70,data/images/train/bd7f18ad-d27f-4971-bdbf-a10197813b70_47.8489_7.5523.png
Sablieres Helmbacher - Site de Benfeld,,https://www.google.com/maps/place/Sablieres+Helmbacher+-+Site+de+Benfeld/data=!4m7!3m6!1s0x47914990acc48245:0x9814c79cc005ffb5!8m2!3d48.3681907!4d7.6142573!16s%2Fg%2F1xgz9qd9!19sChIJRYLErJBJkUcRtf8FwJzHFJg?authuser=0&amp;hl=en&amp;rclk=1,48.3682,7.6143,"Ehl, 67230 Benfeld, France",helmbacher.fr,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,455de05b-455f-4989-81b6-8edb7dcaee6a,data/images/train/455de05b-455f-4989-81b6-8edb7dcaee6a_48.3682_7.6143.png
Sablières Helmbacher - Site de Herbsheim,,https://www.google.com/maps/place/Sabli%C3%A8res+Helmbacher+-+Site+de+Herbsheim/data=!4m7!3m6!1s0x479149580660a13b:0xb297ccabb4d38a54!8m2!3d48.3431102!4d7.6372507!16s%2Fg%2F11ss0_4gmm!19sChIJO6FgBlhJkUcRVIrTtKvMl7I?authuser=0&amp;hl=en&amp;rclk=1,48.3431,7.6373,"RD5, Rte de Boofzheim, 67230 Herbsheim, France",helmbacher.fr,#ERROR!,,,,"{'Monday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['Closed'], 'Thursday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Friday': ['7:30a.m.–12p.m.', '1–4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,56d102f7-7d5f-4d17-888a-837c8ebd40da,data/images/train/56d102f7-7d5f-4d17-888a-837c8ebd40da_48.3431_7.6373.png
Les Gravières Rhénanes SAS,,https://www.google.com/maps/place/Les+Gravi%C3%A8res+Rh%C3%A9nanes+SAS/data=!4m7!3m6!1s0x4791376cd97fe1af:0x6f66aaf0247628ce!8m2!3d48.2994155!4d7.6799921!16s%2Fg%2F1vfp2k96!19sChIJr-F_2Ww3kUcRzih2JPCqZm8?authuser=0&amp;hl=en&amp;rclk=1,48.2994,7.68,"Chemin départemental 20, 67860 Rhinau, France",cc-rhin.fr,#ERROR!,,,,"{'Monday': ['8:15a.m.–12p.m.', '1–4p.m.'], 'Tuesday': ['8:15a.m.–12p.m.', '1–4p.m.'], 'Wednesday': ['8:15a.m.–12p.m.', '1–4p.m.'], 'Thursday': ['8:15a.m.–12p.m.', '1–4p.m.'], 'Friday': ['8:15a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,e11315af-8324-4a40-9374-69ed8e335597,data/images/train/e11315af-8324-4a40-9374-69ed8e335597_48.2994_7.68.png
Sablière Nonnenmacher,,https://www.google.com/maps/place/Sabli%C3%A8re+Nonnenmacher/data=!4m7!3m6!1s0x4796bf22f14958f7:0xf70345d15f0b5534!8m2!3d48.72162!4d7.707099!16s%2Fg%2F1tx45zvx!19sChIJ91hJ8SK_lkcRNFULX9FFA_c?authuser=0&amp;hl=en&amp;rclk=1,48.7216,7.7071,"74a Av. de Strasbourg, 67170 Brumath, France",nonnenmacher-sabliere.fr,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,3ae22188-292a-4a6e-8459-41a564933b3d,data/images/train/3ae22188-292a-4a6e-8459-41a564933b3d_48.7216_7.7071.png
EST GRANULATS GRAVIERE GERSTHEIM,,https://www.google.com/maps/place/EST+GRANULATS+GRAVIERE+GERSTHEIM/data=!4m7!3m6!1s0x479135d57c556191:0xb2dddc4d397710bb!8m2!3d48.3684158!4d7.7200574!16s%2Fg%2F1tmy3ztx!19sChIJkWFVfNU1kUcRuxB3OU3c3bI?authuser=0&amp;hl=en&amp;rclk=1,48.3684,7.7201,"D20, 67150 Gerstheim, France",eqiom-granulats.com,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,fa0b2a88-92be-4668-afc5-9c332e4e86fd,data/images/train/fa0b2a88-92be-4668-afc5-9c332e4e86fd_48.3684_7.7201.png
Sablière Oesch,,https://www.google.com/maps/place/Sabli%C3%A8re+Oesch/data=!4m7!3m6!1s0x4796c9acb76feb1f:0x9ff4625986964ea5!8m2!3d48.5784329!4d7.7508201!16s%2Fg%2F1vpq5trx!19sChIJH-tvt6zJlkcRpU6Whlli9J8?authuser=0&amp;hl=en&amp;rclk=1,48.5784,7.7508,"20 Rue des Bouchers, 67000 Strasbourg, France",,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–5p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–5p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–5p.m.'], 'Friday': ['7a.m.–12p.m.', '1–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,2902101f-0411-4fc2-88b4-679380a3d228,data/images/train/2902101f-0411-4fc2-88b4-679380a3d228_48.5784_7.7508.png
